flight_number,employee_id,role,position
TU769,TU-CC003,cabin_chief,Position 1
TU769,TU-FA005,flight_attendant,Position 2
TU769,TU-FA007,flight_attendant,Position 3
TU769,TU-FA008,flight_attendant,Position 4
TU770,TU-P003,captain,Left Seat
TU770,TU-FO001,first_officer,Right Seat
TU770,TU-CC001,cabin_chief,Position 1
TU770,TU-FA009,flight_attendant,Position 2
TU770,TU-FA011,flight_attendant,Position 3
TU771,TU-P004,captain,Left Seat
TU771,TU-FO002,first_officer,Right Seat
TU771,TU-CC002,cabin_chief,Position 1
TU771,TU-FA013,flight_attendant,Position 2
TU771,TU-FA001,flight_attendant,Position 3
TU771,TU-FA002,flight_attendant,Position 4
TU772,TU-P001,captain,Left Seat
TU772,TU-FO003,first_officer,Right Seat
TU772,TU-CC003,cabin_chief,Position 1
TU772,TU-FA003,flight_attendant,Position 2
TU772,TU-FA004,flight_attendant,Position 3
TU772,TU-FA005,flight_attendant,Position 4
TU773,TU-P002,captain,Left Seat
TU773,TU-FO004,first_officer,Right Seat
TU773,TU-CC001,cabin_chief,Position 1
TU773,TU-FA007,flight_attendant,Position 2
TU773,TU-FA008,flight_attendant,Position 3
TU774,TU-P003,captain,Left Seat
TU774,TU-FO005,first_officer,Right Seat
TU774,TU-CC002,cabin_chief,Position 1
TU774,TU-FA011,flight_attendant,Position 2
TU774,TU-FA012,flight_attendant,Position 3
TU774,TU-FA013,flight_attendant,Position 4
TU775,TU-P004,captain,Left Seat
TU775,TU-FO001,first_officer,Right Seat
TU775,TU-CC003,cabin_chief,Position 1
TU775,TU-FA001,flight_attendant,Position 2
TU775,TU-FA002,flight_attendant,Position 3
TU775,TU-FA003,flight_attendant,Position 4
TU776,TU-P001,captain,Left Seat
TU776,TU-FO002,first_officer,Right Seat
TU776,TU-CC001,cabin_chief,Position 1
TU776,TU-FA004,flight_attendant,Position 2
TU776,TU-FA005,flight_attendant,Position 3
TU777,TU-P002,captain,Left Seat
TU777,TU-FO003,first_officer,Right Seat
TU777,TU-CC002,cabin_chief,Position 1
TU777,TU-FA008,flight_attendant,Position 2
TU777,TU-FA009,flight_attendant,Position 3
TU777,TU-FA011,flight_attendant,Position 4
TU778,TU-P003,captain,Left Seat
TU778,TU-FO004,first_officer,Right Seat
TU778,TU-CC003,cabin_chief,Position 1
TU778,TU-FA012,flight_attendant,Position 2
TU778,TU-FA013,flight_attendant,Position 3
TU778,TU-FA001,flight_attendant,Position 4
TU779,TU-P004,captain,Left Seat
TU779,TU-FO005,first_officer,Right Seat
TU779,TU-CC001,cabin_chief,Position 1
TU779,TU-FA002,flight_attendant,Position 2
TU779,TU-FA003,flight_attendant,Position 3
TU780,TU-P001,captain,Left Seat
TU780,TU-FO001,first_officer,Right Seat
TU780,TU-CC002,cabin_chief,Position 1
TU780,TU-FA005,flight_attendant,Position 2
TU780,TU-FA007,flight_attendant,Position 3
TU780,TU-FA008,flight_attendant,Position 4
TU781,TU-P002,captain,Left Seat
TU781,TU-FO002,first_officer,Right Seat
TU781,TU-CC003,cabin_chief,Position 1
TU781,TU-FA009,flight_attendant,Position 2
TU781,TU-FA011,flight_attendant,Position 3
TU781,TU-FA012,flight_attendant,Position 4
TU782,TU-P003,captain,Left Seat
TU782,TU-FO003,first_officer,Right Seat
TU782,TU-CC001,cabin_chief,Position 1
TU782,TU-FA013,flight_attendant,Position 2
TU782,TU-FA001,flight_attendant,Position 3
TU783,TU-P004,captain,Left Seat
TU783,TU-FO004,first_officer,Right Seat
TU783,TU-CC002,cabin_chief,Position 1
TU783,TU-FA003,flight_attendant,Position 2
TU783,TU-FA004,flight_attendant,Position 3
TU783,TU-FA005,flight_attendant,Position 4
TU784,TU-P001,captain,Left Seat
TU784,TU-FO005,first_officer,Right Seat
TU784,TU-CC003,cabin_chief,Position 1
TU784,TU-FA007,flight_attendant,Position 2
TU784,TU-FA008,flight_attendant,Position 3
TU784,TU-FA009,flight_attendant,Position 4
TU785,TU-P002,captain,Left Seat
TU785,TU-FO001,first_officer,Right Seat
TU785,TU-CC001,cabin_chief,Position 1
TU785,TU-FA011,flight_attendant,Position 2
TU785,TU-FA012,flight_attendant,Position 3
TU786,TU-P003,captain,Left Seat
TU786,TU-FO002,first_officer,Right Seat
TU786,TU-CC002,cabin_chief,Position 1
TU786,TU-FA001,flight_attendant,Position 2
TU786,TU-FA002,flight_attendant,Position 3
TU786,TU-FA003,flight_attendant,Position 4
TU787,TU-P004,captain,Left Seat
TU787,TU-FO003,first_officer,Right Seat
TU787,TU-CC003,cabin_chief,Position 1
TU787,TU-FA004,flight_attendant,Position 2
TU787,TU-FA005,flight_attendant,Position 3
TU787,TU-FA007,flight_attendant,Position 4
TU788,TU-P001,captain,Left Seat
TU788,TU-FO004,first_officer,Right Seat
TU788,TU-CC001,cabin_chief,Position 1
TU788,TU-FA008,flight_attendant,Position 2
TU788,TU-FA009,flight_attendant,Position 3
TU789,TU-P002,captain,Left Seat
TU789,TU-FO005,first_officer,Right Seat
TU789,TU-CC002,cabin_chief,Position 1
TU789,TU-FA012,flight_attendant,Position 2
TU789,TU-FA013,flight_attendant,Position 3
TU789,TU-FA001,flight_attendant,Position 4
TU790,TU-P003,captain,Left Seat
TU790,TU-FO001,first_officer,Right Seat
TU790,TU-CC003,cabin_chief,Position 1
TU790,TU-FA002,flight_attendant,Position 2
TU790,TU-FA003,flight_attendant,Position 3
TU790,TU-FA004,flight_attendant,Position 4
TU791,TU-P004,captain,Left Seat
TU791,TU-FO002,first_officer,Right Seat
TU791,TU-CC001,cabin_chief,Position 1
TU791,TU-FA005,flight_attendant,Position 2
TU791,TU-FA007,flight_attendant,Position 3
TU792,TU-P001,captain,Left Seat
TU792,TU-FO003,first_officer,Right Seat
TU792,TU-CC002,cabin_chief,Position 1
TU792,TU-FA009,flight_attendant,Position 2
TU792,TU-FA011,flight_attendant,Position 3
TU792,TU-FA012,flight_attendant,Position 4
TU793,TU-P002,captain,Left Seat
TU793,TU-FO004,first_officer,Right Seat
TU793,TU-CC003,cabin_chief,Position 1
TU793,TU-FA013,flight_attendant,Position 2
TU793,TU-FA001,flight_attendant,Position 3
TU793,TU-FA002,flight_attendant,Position 4
TU794,TU-P003,captain,Left Seat
TU794,TU-FO005,first_officer,Right Seat
TU794,TU-CC001,cabin_chief,Position 1
TU794,TU-FA003,flight_attendant,Position 2
TU794,TU-FA004,flight_attendant,Position 3
TU795,TU-P004,captain,Left Seat
TU795,TU-FO001,first_officer,Right Seat
TU795,TU-CC002,cabin_chief,Position 1
TU795,TU-FA007,flight_attendant,Position 2
TU795,TU-FA008,flight_attendant,Position 3
TU795,TU-FA009,flight_attendant,Position 4
TU796,TU-P001,captain,Left Seat
TU796,TU-FO002,first_officer,Right Seat
TU796,TU-CC003,cabin_chief,Position 1
TU796,TU-FA011,flight_attendant,Position 2
TU796,TU-FA012,flight_attendant,Position 3
TU796,TU-FA013,flight_attendant,Position 4
TU797,TU-P002,captain,Left Seat
TU797,TU-FO003,first_officer,Right Seat
TU797,TU-CC001,cabin_chief,Position 1
TU797,TU-FA001,flight_attendant,Position 2
TU797,TU-FA002,flight_attendant,Position 3
TU798,TU-P003,captain,Left Seat
TU798,TU-FO004,first_officer,Right Seat
TU798,TU-CC002,cabin_chief,Position 1
TU798,TU-FA004,flight_attendant,Position 2
TU798,TU-FA005,flight_attendant,Position 3
TU798,TU-FA007,flight_attendant,Position 4
TU799,TU-P004,captain,Left Seat
TU799,TU-FO005,first_officer,Right Seat
TU799,TU-CC003,cabin_chief,Position 1
TU799,TU-FA008,flight_attendant,Position 2
TU799,TU-FA009,flight_attendant,Position 3
TU799,TU-FA011,flight_attendant,Position 4
TU800,TU-P001,captain,Left Seat
TU800,TU-FO001,first_officer,Right Seat
TU800,TU-CC001,cabin_chief,Position 1
TU800,TU-FA012,flight_attendant,Position 2
TU800,TU-FA013,flight_attendant,Position 3
TU801,TU-P002,captain,Left Seat
TU801,TU-FO002,first_officer,Right Seat
TU801,TU-CC002,cabin_chief,Position 1
TU801,TU-FA002,flight_attendant,Position 2
TU801,TU-FA003,flight_attendant,Position 3
TU801,TU-FA004,flight_attendant,Position 4
TU802,TU-P003,captain,Left Seat
TU802,TU-FO003,first_officer,Right Seat
TU802,TU-CC003,cabin_chief,Position 1
TU802,TU-FA005,flight_attendant,Position 2
TU802,TU-FA007,flight_attendant,Position 3
TU802,TU-FA008,flight_attendant,Position 4
TU803,TU-P004,captain,Left Seat
TU803,TU-FO004,first_officer,Right Seat
TU803,TU-CC001,cabin_chief,Position 1
TU803,TU-FA009,flight_attendant,Position 2
TU803,TU-FA011,flight_attendant,Position 3
TU804,TU-P001,captain,Left Seat
TU804,TU-FO005,first_officer,Right Seat
TU804,TU-CC002,cabin_chief,Position 1
TU804,TU-FA013,flight_attendant,Position 2
TU804,TU-FA001,flight_attendant,Position 3
TU804,TU-FA002,flight_attendant,Position 4
TU805,TU-P002,captain,Left Seat
TU805,TU-FO001,first_officer,Right Seat
TU805,TU-CC003,cabin_chief,Position 1
TU805,TU-FA003,flight_attendant,Position 2
TU805,TU-FA004,flight_attendant,Position 3
TU805,TU-FA005,flight_attendant,Position 4
TU806,TU-P003,captain,Left Seat
TU806,TU-FO002,first_officer,Right Seat
TU806,TU-CC001,cabin_chief,Position 1
TU806,TU-FA007,flight_attendant,Position 2
TU806,TU-FA008,flight_attendant,Position 3
TU807,TU-P004,captain,Left Seat
TU807,TU-FO003,first_officer,Right Seat
TU807,TU-CC002,cabin_chief,Position 1
TU807,TU-FA011,flight_attendant,Position 2
TU807,TU-FA012,flight_attendant,Position 3
TU807,TU-FA013,flight_attendant,Position 4
TU808,TU-P001,captain,Left Seat
TU808,TU-FO004,first_officer,Right Seat
TU808,TU-CC003,cabin_chief,Position 1
TU808,TU-FA001,flight_attendant,Position 2
TU808,TU-FA002,flight_attendant,Position 3
TU808,TU-FA003,flight_attendant,Position 4
TU809,TU-P002,captain,Left Seat
TU809,TU-FO005,first_officer,Right Seat
TU809,TU-CC001,cabin_chief,Position 1
TU809,TU-FA004,flight_attendant,Position 2
TU809,TU-FA005,flight_attendant,Position 3
TU810,TU-P003,captain,Left Seat
TU810,TU-FO001,first_officer,Right Seat
TU810,TU-CC002,cabin_chief,Position 1
TU810,TU-FA008,flight_attendant,Position 2
TU810,TU-FA009,flight_attendant,Position 3
TU810,TU-FA011,flight_attendant,Position 4
TU811,TU-P004,captain,Left Seat
TU811,TU-FO002,first_officer,Right Seat
TU811,TU-CC003,cabin_chief,Position 1
TU811,TU-FA012,flight_attendant,Position 2
TU811,TU-FA013,flight_attendant,Position 3
TU811,TU-FA001,flight_attendant,Position 4
TU812,TU-P001,captain,Left Seat
TU812,TU-FO003,first_officer,Right Seat
TU812,TU-CC001,cabin_chief,Position 1
TU812,TU-FA002,flight_attendant,Position 2
TU812,TU-FA003,flight_attendant,Position 3
TU813,TU-P002,captain,Left Seat
TU813,TU-FO004,first_officer,Right Seat
TU813,TU-CC002,cabin_chief,Position 1
TU813,TU-FA005,flight_attendant,Position 2
TU813,TU-FA007,flight_attendant,Position 3
TU813,TU-FA008,flight_attendant,Position 4
TU814,TU-P003,captain,Left Seat
TU814,TU-FO005,first_officer,Right Seat
TU814,TU-CC003,cabin_chief,Position 1
TU814,TU-FA009,flight_attendant,Position 2
TU814,TU-FA011,flight_attendant,Position 3
TU814,TU-FA012,flight_attendant,Position 4
TU815,TU-P004,captain,Left Seat
TU815,TU-FO001,first_officer,Right Seat
TU815,TU-CC001,cabin_chief,Position 1
TU815,TU-FA013,flight_attendant,Position 2
TU815,TU-FA001,flight_attendant,Position 3
TU816,TU-P001,captain,Left Seat
TU816,TU-FO002,first_officer,Right Seat
TU816,TU-CC002,cabin_chief,Position 1
TU816,TU-FA003,flight_attendant,Position 2
TU816,TU-FA004,flight_attendant,Position 3
TU816,TU-FA005,flight_attendant,Position 4
TU817,TU-P002,captain,Left Seat
TU817,TU-FO003,first_officer,Right Seat
TU817,TU-CC003,cabin_chief,Position 1
TU817,TU-FA007,flight_attendant,Position 2
TU817,TU-FA008,flight_attendant,Position 3
TU817,TU-FA009,flight_attendant,Position 4
TU818,TU-P003,captain,Left Seat
TU818,TU-FO004,first_officer,Right Seat
TU818,TU-CC001,cabin_chief,Position 1
TU818,TU-FA011,flight_attendant,Position 2
TU818,TU-FA012,flight_attendant,Position 3
TU819,TU-P004,captain,Left Seat
TU819,TU-FO005,first_officer,Right Seat
TU819,TU-CC002,cabin_chief,Position 1
TU819,TU-FA001,flight_attendant,Position 2
TU819,TU-FA002,flight_attendant,Position 3
TU819,TU-FA003,flight_attendant,Position 4
TU820,TU-P001,captain,Left Seat
TU820,TU-FO001,first_officer,Right Seat
TU820,TU-CC003,cabin_chief,Position 1
TU820,TU-FA004,flight_attendant,Position 2
TU820,TU-FA005,flight_attendant,Position 3
TU820,TU-FA007,flight_attendant,Position 4
TU821,TU-P002,captain,Left Seat
TU821,TU-FO002,first_officer,Right Seat
TU821,TU-CC001,cabin_chief,Position 1
TU821,TU-FA008,flight_attendant,Position 2
TU821,TU-FA009,flight_attendant,Position 3
TU822,TU-P003,captain,Left Seat
TU822,TU-FO003,first_officer,Right Seat
TU822,TU-CC002,cabin_chief,Position 1
TU822,TU-FA012,flight_attendant,Position 2
TU822,TU-FA013,flight_attendant,Position 3
TU822,TU-FA001,flight_attendant,Position 4
TU823,TU-P004,captain,Left Seat
TU823,TU-FO004,first_officer,Right Seat
TU823,TU-CC003,cabin_chief,Position 1
TU823,TU-FA002,flight_attendant,Position 2
TU823,TU-FA003,flight_attendant,Position 3
TU823,TU-FA004,flight_attendant,Position 4
TU824,TU-P001,captain,Left Seat
TU824,TU-FO005,first_officer,Right Seat
TU824,TU-CC001,cabin_chief,Position 1
TU824,TU-FA005,flight_attendant,Position 2
TU824,TU-FA007,flight_attendant,Position 3
TU825,TU-P002,captain,Left Seat
TU825,TU-FO001,first_officer,Right Seat
TU825,TU-CC002,cabin_chief,Position 1
TU825,TU-FA009,flight_attendant,Position 2
TU825,TU-FA011,flight_attendant,Position 3
TU825,TU-FA012,flight_attendant,Position 4
TU826,TU-P003,captain,Left Seat
TU826,TU-FO002,first_officer,Right Seat
TU826,TU-CC003,cabin_chief,Position 1
TU826,TU-FA013,flight_attendant,Position 2
TU826,TU-FA001,flight_attendant,Position 3
TU826,TU-FA002,flight_attendant,Position 4
TU827,TU-P004,captain,Left Seat
TU827,TU-FO003,first_officer,Right Seat
TU827,TU-CC001,cabin_chief,Position 1
TU827,TU-FA003,flight_attendant,Position 2
TU827,TU-FA004,flight_attendant,Position 3
TU828,TU-P001,captain,Left Seat
TU828,TU-FO004,first_officer,Right Seat
TU828,TU-CC002,cabin_chief,Position 1
TU828,TU-FA007,flight_attendant,Position 2
TU828,TU-FA008,flight_attendant,Position 3
TU828,TU-FA009,flight_attendant,Position 4
TU829,TU-P002,captain,Left Seat
TU829,TU-FO005,first_officer,Right Seat
TU829,TU-CC003,cabin_chief,Position 1
TU829,TU-FA011,flight_attendant,Position 2
TU829,TU-FA012,flight_attendant,Position 3
TU829,TU-FA013,flight_attendant,Position 4
TU830,TU-P003,captain,Left Seat
TU830,TU-FO001,first_officer,Right Seat
TU830,TU-CC001,cabin_chief,Position 1
TU830,TU-FA001,flight_attendant,Position 2
TU830,TU-FA002,flight_attendant,Position 3
TU831,TU-P004,captain,Left Seat
TU831,TU-FO002,first_officer,Right Seat
TU831,TU-CC002,cabin_chief,Position 1
TU831,TU-FA004,flight_attendant,Position 2
TU831,TU-FA005,flight_attendant,Position 3
TU831,TU-FA007,flight_attendant,Position 4
TU832,TU-P001,captain,Left Seat
TU832,TU-FO003,first_officer,Right Seat
TU832,TU-CC003,cabin_chief,Position 1
TU832,TU-FA008,flight_attendant,Position 2
TU832,TU-FA009,flight_attendant,Position 3
TU832,TU-FA011,flight_attendant,Position 4
TU833,TU-P002,captain,Left Seat
TU833,TU-FO004,first_officer,Right Seat
TU833,TU-CC001,cabin_chief,Position 1
TU833,TU-FA012,flight_attendant,Position 2
TU833,TU-FA013,flight_attendant,Position 3
TU834,TU-P003,captain,Left Seat
TU834,TU-FO005,first_officer,Right Seat
TU834,TU-CC002,cabin_chief,Position 1
TU834,TU-FA002,flight_attendant,Position 2
TU834,TU-FA003,flight_attendant,Position 3
TU834,TU-FA004,flight_attendant,Position 4
TU835,TU-P004,captain,Left Seat
TU835,TU-FO001,first_officer,Right Seat
TU835,TU-CC003,cabin_chief,Position 1
TU835,TU-FA005,flight_attendant,Position 2
TU835,TU-FA007,flight_attendant,Position 3
TU835,TU-FA008,flight_attendant,Position 4
TU836,TU-P001,captain,Left Seat
TU836,TU-FO002,first_officer,Right Seat
TU836,TU-CC001,cabin_chief,Position 1
TU836,TU-FA009,flight_attendant,Position 2
TU836,TU-FA011,flight_attendant,Position 3
TU837,TU-P002,captain,Left Seat
TU837,TU-FO003,first_officer,Right Seat
TU837,TU-CC002,cabin_chief,Position 1
TU837,TU-FA013,flight_attendant,Position 2
TU837,TU-FA001,flight_attendant,Position 3
TU837,TU-FA002,flight_attendant,Position 4
TU838,TU-P003,captain,Left Seat
TU838,TU-FO004,first_officer,Right Seat
TU838,TU-CC003,cabin_chief,Position 1
TU838,TU-FA003,flight_attendant,Position 2
TU838,TU-FA004,flight_attendant,Position 3
TU838,TU-FA005,flight_attendant,Position 4
TU839,TU-P004,captain,Left Seat
TU839,TU-FO005,first_officer,Right Seat
TU839,TU-CC001,cabin_chief,Position 1
TU839,TU-FA007,flight_attendant,Position 2
TU839,TU-FA008,flight_attendant,Position 3
TU840,TU-P001,captain,Left Seat
TU840,TU-FO001,first_officer,Right Seat
TU840,TU-CC002,cabin_chief,Position 1
TU840,TU-FA011,flight_attendant,Position 2
TU840,TU-FA012,flight_attendant,Position 3
TU840,TU-FA013,flight_attendant,Position 4
TU841,TU-P002,captain,Left Seat
TU841,TU-FO002,first_officer,Right Seat
TU841,TU-CC003,cabin_chief,Position 1
TU841,TU-FA001,flight_attendant,Position 2
TU841,TU-FA002,flight_attendant,Position 3
TU841,TU-FA003,flight_attendant,Position 4
TU842,TU-P003,captain,Left Seat
TU842,TU-FO003,first_officer,Right Seat
TU842,TU-CC001,cabin_chief,Position 1
TU842,TU-FA004,flight_attendant,Position 2
TU842,TU-FA005,flight_attendant,Position 3
TU843,TU-P004,captain,Left Seat
TU843,TU-FO004,first_officer,Right Seat
TU843,TU-CC002,cabin_chief,Position 1
TU843,TU-FA008,flight_attendant,Position 2
TU843,TU-FA009,flight_attendant,Position 3
TU843,TU-FA011,flight_attendant,Position 4
TU844,TU-P001,captain,Left Seat
TU844,TU-FO005,first_officer,Right Seat
TU844,TU-CC003,cabin_chief,Position 1
TU844,TU-FA012,flight_attendant,Position 2
TU844,TU-FA013,flight_attendant,Position 3
TU844,TU-FA001,flight_attendant,Position 4
TU845,TU-P002,captain,Left Seat
TU845,TU-FO001,first_officer,Right Seat
TU845,TU-CC001,cabin_chief,Position 1
TU845,TU-FA002,flight_attendant,Position 2
TU845,TU-FA003,flight_attendant,Position 3
TU846,TU-P003,captain,Left Seat
TU846,TU-FO002,first_officer,Right Seat
TU846,TU-CC002,cabin_chief,Position 1
TU846,TU-FA005,flight_attendant,Position 2
TU846,TU-FA007,flight_attendant,Position 3
TU846,TU-FA008,flight_attendant,Position 4
TU847,TU-P004,captain,Left Seat
TU847,TU-FO003,first_officer,Right Seat
TU847,TU-CC003,cabin_chief,Position 1
TU847,TU-FA009,flight_attendant,Position 2
TU847,TU-FA011,flight_attendant,Position 3
TU847,TU-FA012,flight_attendant,Position 4
TU848,TU-P001,captain,Left Seat
TU848,TU-FO004,first_officer,Right Seat
TU848,TU-CC001,cabin_chief,Position 1
TU848,TU-FA013,flight_attendant,Position 2
TU848,TU-FA001,flight_attendant,Position 3
TU849,TU-P002,captain,Left Seat
TU849,TU-FO005,first_officer,Right Seat
TU849,TU-CC002,cabin_chief,Position 1
TU849,TU-FA003,flight_attendant,Position 2
TU849,TU-FA004,flight_attendant,Position 3
TU849,TU-FA005,flight_attendant,Position 4
TU850,TU-P003,captain,Left Seat
TU850,TU-FO001,first_officer,Right Seat
TU850,TU-CC003,cabin_chief,Position 1
TU850,TU-FA007,flight_attendant,Position 2
TU850,TU-FA008,flight_attendant,Position 3
TU850,TU-FA009,flight_attendant,Position 4
TU851,TU-P004,captain,Left Seat
TU851,TU-FO002,first_officer,Right Seat
TU851,TU-CC001,cabin_chief,Position 1
TU851,TU-FA011,flight_attendant,Position 2
TU851,TU-FA012,flight_attendant,Position 3
TU852,TU-P001,captain,Left Seat
TU852,TU-FO003,first_officer,Right Seat
TU852,TU-CC002,cabin_chief,Position 1
TU852,TU-FA001,flight_attendant,Position 2
TU852,TU-FA002,flight_attendant,Position 3
TU852,TU-FA003,flight_attendant,Position 4
TU853,TU-P002,captain,Left Seat
TU853,TU-FO004,first_officer,Right Seat
TU853,TU-CC003,cabin_chief,Position 1
TU853,TU-FA004,flight_attendant,Position 2
TU853,TU-FA005,flight_attendant,Position 3
TU853,TU-FA007,flight_attendant,Position 4
TU854,TU-P003,captain,Left Seat
TU854,TU-FO005,first_officer,Right Seat
TU854,TU-CC001,cabin_chief,Position 1
TU854,TU-FA008,flight_attendant,Position 2
TU854,TU-FA009,flight_attendant,Position 3
TU855,TU-P004,captain,Left Seat
TU855,TU-FO001,first_officer,Right Seat
TU855,TU-CC002,cabin_chief,Position 1
TU855,TU-FA012,flight_attendant,Position 2
TU855,TU-FA013,flight_attendant,Position 3
TU855,TU-FA001,flight_attendant,Position 4
TU856,TU-P001,captain,Left Seat
TU856,TU-FO002,first_officer,Right Seat
TU856,TU-CC003,cabin_chief,Position 1
TU856,TU-FA002,flight_attendant,Position 2
TU856,TU-FA003,flight_attendant,Position 3
TU856,TU-FA004,flight_attendant,Position 4
TU857,TU-P002,captain,Left Seat
TU857,TU-FO003,first_officer,Right Seat
TU857,TU-CC001,cabin_chief,Position 1
TU857,TU-FA005,flight_attendant,Position 2
TU857,TU-FA007,flight_attendant,Position 3
TU858,TU-P003,captain,Left Seat
TU858,TU-FO004,first_officer,Right Seat
TU858,TU-CC002,cabin_chief,Position 1
TU858,TU-FA009,flight_attendant,Position 2
TU858,TU-FA011,flight_attendant,Position 3
TU858,TU-FA012,flight_attendant,Position 4
TU859,TU-P004,captain,Left Seat
TU859,TU-FO005,first_officer,Right Seat
TU859,TU-CC003,cabin_chief,Position 1
TU859,TU-FA013,flight_attendant,Position 2
TU859,TU-FA001,flight_attendant,Position 3
TU859,TU-FA002,flight_attendant,Position 4
TU860,TU-P001,captain,Left Seat
TU860,TU-FO001,first_officer,Right Seat
TU860,TU-CC001,cabin_chief,Position 1
TU860,TU-FA003,flight_attendant,Position 2
TU860,TU-FA004,flight_attendant,Position 3
TU861,TU-P002,captain,Left Seat
TU861,TU-FO002,first_officer,Right Seat
TU861,TU-CC002,cabin_chief,Position 1
TU861,TU-FA007,flight_attendant,Position 2
TU861,TU-FA008,flight_attendant,Position 3
TU861,TU-FA009,flight_attendant,Position 4
TU862,TU-P003,captain,Left Seat
TU862,TU-FO003,first_officer,Right Seat
TU862,TU-CC003,cabin_chief,Position 1
TU862,TU-FA011,flight_attendant,Position 2
TU862,TU-FA012,flight_attendant,Position 3
TU862,TU-FA013,flight_attendant,Position 4
TU863,TU-P004,captain,Left Seat
TU863,TU-FO004,first_officer,Right Seat
TU863,TU-CC001,cabin_chief,Position 1
TU863,TU-FA001,flight_attendant,Position 2
TU863,TU-FA002,flight_attendant,Position 3
TU864,TU-P001,captain,Left Seat
TU864,TU-FO005,first_officer,Right Seat
TU864,TU-CC002,cabin_chief,Position 1
TU864,TU-FA004,flight_attendant,Position 2
TU864,TU-FA005,flight_attendant,Position 3
TU864,TU-FA007,flight_attendant,Position 4
TU865,TU-P002,captain,Left Seat
TU865,TU-FO001,first_officer,Right Seat
TU865,TU-CC003,cabin_chief,Position 1
TU865,TU-FA008,flight_attendant,Position 2
TU865,TU-FA009,flight_attendant,Position 3
TU865,TU-FA011,flight_attendant,Position 4
TU866,TU-P003,captain,Left Seat
TU866,TU-FO002,first_officer,Right Seat
TU866,TU-CC001,cabin_chief,Position 1
TU866,TU-FA012,flight_attendant,Position 2
TU866,TU-FA013,flight_attendant,Position 3
TU867,TU-P004,captain,Left Seat
TU867,TU-FO003,first_officer,Right Seat
TU867,TU-CC002,cabin_chief,Position 1
TU867,TU-FA002,flight_attendant,Position 2
TU867,TU-FA003,flight_attendant,Position 3
TU867,TU-FA004,flight_attendant,Position 4
TU868,TU-P001,captain,Left Seat
TU868,TU-FO004,first_officer,Right Seat
TU868,TU-CC003,cabin_chief,Position 1
TU868,TU-FA005,flight_attendant,Position 2
TU868,TU-FA007,flight_attendant,Position 3
TU868,TU-FA008,flight_attendant,Position 4
TU869,TU-P002,captain,Left Seat
TU869,TU-FO005,first_officer,Right Seat
TU869,TU-CC001,cabin_chief,Position 1
TU869,TU-FA009,flight_attendant,Position 2
TU869,TU-FA011,flight_attendant,Position 3
TU870,TU-P003,captain,Left Seat
TU870,TU-FO001,first_officer,Right Seat
TU870,TU-CC002,cabin_chief,Position 1
TU870,TU-FA013,flight_attendant,Position 2
TU870,TU-FA001,flight_attendant,Position 3
TU870,TU-FA002,flight_attendant,Position 4
TU871,TU-P004,captain,Left Seat
TU871,TU-FO002,first_officer,Right Seat
TU871,TU-CC003,cabin_chief,Position 1
TU871,TU-FA003,flight_attendant,Position 2
TU871,TU-FA004,flight_attendant,Position 3
TU871,TU-FA005,flight_attendant,Position 4
TU872,TU-P001,captain,Left Seat
TU872,TU-FO003,first_officer,Right Seat
TU872,TU-CC001,cabin_chief,Position 1
TU872,TU-FA007,flight_attendant,Position 2
TU872,TU-FA008,flight_attendant,Position 3
TU873,TU-P002,captain,Left Seat
TU873,TU-FO004,first_officer,Right Seat
TU873,TU-CC002,cabin_chief,Position 1
TU873,TU-FA011,flight_attendant,Position 2
TU873,TU-FA012,flight_attendant,Position 3
TU873,TU-FA013,flight_attendant,Position 4
TU874,TU-P003,captain,Left Seat
TU874,TU-FO005,first_officer,Right Seat
TU874,TU-CC003,cabin_chief,Position 1
TU874,TU-FA001,flight_attendant,Position 2
TU874,TU-FA002,flight_attendant,Position 3
TU874,TU-FA003,flight_attendant,Position 4
TU875,TU-P004,captain,Left Seat
TU875,TU-FO001,first_officer,Right Seat
TU875,TU-CC001,cabin_chief,Position 1
TU875,TU-FA004,flight_attendant,Position 2
TU875,TU-FA005,flight_attendant,Position 3
TU876,TU-P001,captain,Left Seat
TU876,TU-FO002,first_officer,Right Seat
TU876,TU-CC002,cabin_chief,Position 1
TU876,TU-FA008,flight_attendant,Position 2
TU876,TU-FA009,flight_attendant,Position 3
TU876,TU-FA011,flight_attendant,Position 4
TU877,TU-P002,captain,Left Seat
TU877,TU-FO003,first_officer,Right Seat
TU877,TU-CC003,cabin_chief,Position 1
TU877,TU-FA012,flight_attendant,Position 2
TU877,TU-FA013,flight_attendant,Position 3
TU877,TU-FA001,flight_attendant,Position 4
TU878,TU-P003,captain,Left Seat
TU878,TU-FO004,first_officer,Right Seat
TU878,TU-CC001,cabin_chief,Position 1
TU878,TU-FA002,flight_attendant,Position 2
TU878,TU-FA003,flight_attendant,Position 3
TU879,TU-P004,captain,Left Seat
TU879,TU-FO005,first_officer,Right Seat
TU879,TU-CC002,cabin_chief,Position 1
TU879,TU-FA005,flight_attendant,Position 2
TU879,TU-FA007,flight_attendant,Position 3
TU879,TU-FA008,flight_attendant,Position 4
TU880,TU-P001,captain,Left Seat
TU880,TU-FO001,first_officer,Right Seat
TU880,TU-CC003,cabin_chief,Position 1
TU880,TU-FA009,flight_attendant,Position 2
TU880,TU-FA011,flight_attendant,Position 3
